"id": "1","label": "InletTemp"#
2022/11/10 12:57:21#23
2022/11/10 13:07:21#23
2022/11/10 13:17:21#23
2022/11/10 13:27:21#23
2022/11/10 13:37:21#23
2022/11/10 13:47:21#23
2022/11/10 13:57:21#23
2022/11/10 14:07:21#23
2022/11/10 14:17:21#23
2022/11/10 14:27:21#23
2022/11/10 14:37:21#23
2022/11/10 14:47:21#23
2022/11/10 14:57:21#23
2022/11/10 15:07:21#23
2022/11/10 15:17:21#23
2022/11/10 15:27:21#23
2022/11/10 15:37:21#24
2022/11/10 15:47:21#23
2022/11/10 15:57:21#23
2022/11/10 16:07:21#23
2022/11/10 16:17:21#23
2022/11/10 16:27:21#23
2022/11/10 16:37:21#23
2022/11/10 16:47:21#23
2022/11/10 16:57:21#23
2022/11/10 17:07:21#23
2022/11/10 17:17:21#23
2022/11/10 17:27:21#23
2022/11/10 17:37:21#23
2022/11/10 17:47:21#23
2022/11/10 17:57:21#23
2022/11/10 18:07:21#23
2022/11/10 18:17:21#23
2022/11/10 18:27:21#23
2022/11/10 18:37:21#23
2022/11/10 18:47:21#23
2022/11/10 18:57:21#23
2022/11/10 19:07:21#23
2022/11/10 19:17:21#23
2022/11/10 19:27:21#23
2022/11/10 19:37:21#23
2022/11/10 19:47:21#23
2022/11/10 19:57:21#23
2022/11/10 20:07:21#23
2022/11/10 20:17:21#23
2022/11/10 20:27:21#23
2022/11/10 20:37:21#23
2022/11/10 20:47:21#23
2022/11/10 20:57:21#23
2022/11/10 21:07:21#23
2022/11/10 21:17:21#23
2022/11/10 21:27:21#23
2022/11/10 21:37:21#23
2022/11/10 21:47:21#23
2022/11/10 21:57:21#24
2022/11/10 22:07:21#23
2022/11/10 22:17:21#23
2022/11/10 22:27:21#23
2022/11/10 22:37:21#23
2022/11/10 22:47:21#23
2022/11/10 22:57:21#23
2022/11/10 23:07:21#23
2022/11/10 23:17:21#23
2022/11/10 23:27:21#23
2022/11/10 23:37:21#24
2022/11/10 23:47:21#23
2022/11/10 23:57:21#23
2022/11/11 00:07:21#23
2022/11/11 00:17:21#23
2022/11/11 00:27:21#23
2022/11/11 00:37:21#23
2022/11/11 00:47:21#23
2022/11/11 00:57:21#23
2022/11/11 01:07:21#23
2022/11/11 01:17:21#23
2022/11/11 01:27:21#24
2022/11/11 01:37:21#23
2022/11/11 01:47:21#23
2022/11/11 01:57:21#23
2022/11/11 02:07:21#23
2022/11/11 02:17:21#23
2022/11/11 02:27:21#23
2022/11/11 02:37:21#23
2022/11/11 02:47:21#23
2022/11/11 02:57:21#23
2022/11/11 03:07:21#24
2022/11/11 03:17:21#23
2022/11/11 03:27:21#23
2022/11/11 03:37:21#23
2022/11/11 03:47:21#23
2022/11/11 03:57:21#23
2022/11/11 04:07:21#23
2022/11/11 04:17:21#23
2022/11/11 04:27:21#23
2022/11/11 04:37:21#23
2022/11/11 04:47:21#23
2022/11/11 04:57:21#24
2022/11/11 05:07:21#23
2022/11/11 05:17:21#24
2022/11/11 05:27:21#23
2022/11/11 05:37:21#23
2022/11/11 05:47:21#23
2022/11/11 05:57:21#23
2022/11/11 06:07:21#24
2022/11/11 06:17:21#24
2022/11/11 06:27:21#23
2022/11/11 06:37:21#23
2022/11/11 06:47:21#23
2022/11/11 06:57:21#23
2022/11/11 07:07:21#23
2022/11/11 07:17:21#23
2022/11/11 07:27:21#23
2022/11/11 07:37:21#23
2022/11/11 07:47:21#23
2022/11/11 07:57:21#23
2022/11/11 08:07:21#23
2022/11/11 08:17:21#23
2022/11/11 08:27:21#24
2022/11/11 08:37:21#23
2022/11/11 08:47:21#23
2022/11/11 08:57:21#23
2022/11/11 09:07:21#23
2022/11/11 09:17:21#23
2022/11/11 09:27:21#23
2022/11/11 09:37:21#23
2022/11/11 09:47:21#24
2022/11/11 09:57:21#23
2022/11/11 10:07:21#23
2022/11/11 10:17:21#23
2022/11/11 10:27:21#24
2022/11/11 10:37:21#23
2022/11/11 10:47:21#23
2022/11/11 10:57:21#23
2022/11/11 11:07:21#23
2022/11/11 11:17:21#23
2022/11/11 11:27:21#23
2022/11/11 11:37:21#24
2022/11/11 11:47:21#24
2022/11/11 11:57:21#23
2022/11/11 12:07:21#23
2022/11/11 12:17:21#23
2022/11/11 12:27:21#23
2022/11/11 12:37:21#23
2022/11/11 12:47:21#23
2022/11/11 12:57:21#23
2022/11/11 13:07:21#23
2022/11/11 13:17:21#23
2022/11/11 13:27:21#23
2022/11/11 13:37:21#23
2022/11/11 13:47:21#23
2022/11/11 13:57:21#23
2022/11/11 14:07:21#23
2022/11/11 14:17:21#23
2022/11/11 14:27:21#23
2022/11/11 14:37:21#23
2022/11/11 14:47:21#23
2022/11/11 14:57:21#23
2022/11/11 15:07:21#23
2022/11/11 15:17:21#23
2022/11/11 15:27:22#23
2022/11/11 15:37:22#23
2022/11/11 15:47:22#23
2022/11/11 15:57:22#23
2022/11/11 16:07:22#23
2022/11/11 16:17:22#23
2022/11/11 16:27:22#23
2022/11/11 16:37:22#23
2022/11/11 16:47:22#23
2022/11/11 16:57:22#24
2022/11/11 17:07:22#23
2022/11/11 17:17:22#23
2022/11/11 17:27:22#23
2022/11/11 17:37:22#23
2022/11/11 17:47:22#23
2022/11/11 17:57:22#23
2022/11/11 18:07:22#23
2022/11/11 18:17:22#23
2022/11/11 18:27:22#23
2022/11/11 18:37:22#23
2022/11/11 18:47:22#23
2022/11/11 18:57:22#23
2022/11/11 19:07:22#23
2022/11/11 19:17:22#23
2022/11/11 19:27:22#23
2022/11/11 19:37:22#24
2022/11/11 19:47:22#23
2022/11/11 19:57:22#24
2022/11/11 20:07:22#24
2022/11/11 20:17:22#24
2022/11/11 20:27:22#23
2022/11/11 20:37:22#23
2022/11/11 20:47:22#23
2022/11/11 20:57:22#23
2022/11/11 21:07:23#23
2022/11/11 21:17:23#23
2022/11/11 21:27:23#24
2022/11/11 21:37:23#23
2022/11/11 21:47:23#23
2022/11/11 21:57:23#23
2022/11/11 22:07:23#23
2022/11/11 22:17:23#23
2022/11/11 22:27:23#23
2022/11/11 22:37:23#23
2022/11/11 22:47:23#23
2022/11/11 22:57:23#23
2022/11/11 23:07:23#23
2022/11/11 23:17:23#23
2022/11/11 23:27:23#23
2022/11/11 23:37:23#23
2022/11/11 23:47:23#23
2022/11/11 23:57:23#23
2022/11/12 00:07:23#23
2022/11/12 00:17:23#24
2022/11/12 00:27:23#23
2022/11/12 00:37:23#23
2022/11/12 00:47:23#23
2022/11/12 00:57:23#23
2022/11/12 01:07:23#23
2022/11/12 01:17:23#23
2022/11/12 01:27:23#23
2022/11/12 01:37:23#23
2022/11/12 01:47:23#23
2022/11/12 01:57:23#23
2022/11/12 02:07:23#24
2022/11/12 02:17:23#23
2022/11/12 02:27:23#23
2022/11/12 02:37:23#23
2022/11/12 02:47:23#23
2022/11/12 02:57:23#23
2022/11/12 03:07:23#23
2022/11/12 03:17:23#23
2022/11/12 03:27:23#23
2022/11/12 03:37:23#23
2022/11/12 03:47:23#23
2022/11/12 03:57:23#23
2022/11/12 04:07:23#23
2022/11/12 04:17:23#23
2022/11/12 04:27:23#23
2022/11/12 04:37:23#23
2022/11/12 04:47:23#23
2022/11/12 04:57:23#23
2022/11/12 05:07:23#23
2022/11/12 05:17:23#23
2022/11/12 05:27:23#23
2022/11/12 05:37:23#23
2022/11/12 05:47:23#23
2022/11/12 05:57:23#23
2022/11/12 06:07:23#23
2022/11/12 06:17:23#24
2022/11/12 06:27:23#23
2022/11/12 06:37:23#24
2022/11/12 06:47:23#23
2022/11/12 06:57:23#23
2022/11/12 07:07:23#23
2022/11/12 07:17:23#23
2022/11/12 07:27:23#23
2022/11/12 07:37:23#23
2022/11/12 07:47:23#24
2022/11/12 07:57:23#24
2022/11/12 08:07:23#23
2022/11/12 08:17:23#23
2022/11/12 08:27:23#23
2022/11/12 08:37:23#23
2022/11/12 08:47:23#23
2022/11/12 08:57:23#23
2022/11/12 09:07:23#23
2022/11/12 09:17:23#23
2022/11/12 09:27:23#23
2022/11/12 09:37:23#23
2022/11/12 09:47:23#23
2022/11/12 09:57:23#23
2022/11/12 10:07:23#23
2022/11/12 10:17:23#23
2022/11/12 10:27:23#23
2022/11/12 10:37:23#23
2022/11/12 10:47:23#23
2022/11/12 10:57:23#24
2022/11/12 11:07:23#23
2022/11/12 11:17:23#23
2022/11/12 11:27:23#24
2022/11/12 11:37:23#23
2022/11/12 11:47:23#23
2022/11/12 11:57:23#23
2022/11/12 12:07:23#23
2022/11/12 12:17:23#23
2022/11/12 12:27:23#23
2022/11/12 12:37:23#23
2022/11/12 12:47:23#23
2022/11/12 12:57:23#23
2022/11/12 13:07:23#23
2022/11/12 13:17:23#23
2022/11/12 13:27:23#24
2022/11/12 13:37:23#23
2022/11/12 13:47:23#23
2022/11/12 13:57:23#23
2022/11/12 14:07:23#23
2022/11/12 14:17:23#23
2022/11/12 14:27:23#23
2022/11/12 14:37:23#23
2022/11/12 14:47:23#23
2022/11/12 14:57:23#23
2022/11/12 15:07:23#23
2022/11/12 15:17:23#23
2022/11/12 15:27:23#23
2022/11/12 15:37:23#24
2022/11/12 15:47:23#23
2022/11/12 15:57:23#23
2022/11/12 16:07:23#23
2022/11/12 16:17:23#23
2022/11/12 16:27:23#23
2022/11/12 16:37:23#23
2022/11/12 16:47:23#23
2022/11/12 16:57:23#23
2022/11/12 17:07:23#23
2022/11/12 17:17:23#23
2022/11/12 17:27:23#23
2022/11/12 17:37:23#23
2022/11/12 17:47:23#23
2022/11/12 17:57:23#23
2022/11/12 18:07:23#23
2022/11/12 18:17:23#23
2022/11/12 18:27:23#23
2022/11/12 18:37:23#23
2022/11/12 18:47:23#23
2022/11/12 18:57:23#23
2022/11/12 19:07:23#23
2022/11/12 19:17:23#23
2022/11/12 19:27:23#23
2022/11/12 19:37:23#23
2022/11/12 19:47:23#23
2022/11/12 19:57:23#23
2022/11/12 20:07:23#23
2022/11/12 20:17:23#23
2022/11/12 20:27:23#23
2022/11/12 20:37:23#23
2022/11/12 20:47:23#23
2022/11/12 20:57:23#23
2022/11/12 21:07:23#23
2022/11/12 21:17:23#23
2022/11/12 21:27:23#23
2022/11/12 21:37:23#23
2022/11/12 21:47:23#23
2022/11/12 21:57:23#23
2022/11/12 22:07:23#23
2022/11/12 22:17:23#24
2022/11/12 22:27:23#23
2022/11/12 22:37:23#23
2022/11/12 22:47:23#23
2022/11/12 22:57:23#23
2022/11/12 23:07:23#23
2022/11/12 23:17:23#23
2022/11/12 23:27:23#23
2022/11/12 23:37:23#23
2022/11/12 23:47:23#23
2022/11/12 23:57:23#23
2022/11/13 00:07:23#23
2022/11/13 00:17:23#23
2022/11/13 00:27:23#23
2022/11/13 00:37:23#23
2022/11/13 00:47:23#23
2022/11/13 00:57:23#23
2022/11/13 01:07:23#23
2022/11/13 01:17:23#24
2022/11/13 01:27:23#23
2022/11/13 01:37:23#23
2022/11/13 01:47:23#23
2022/11/13 01:57:23#23
2022/11/13 02:07:23#23
2022/11/13 02:17:23#23
2022/11/13 02:27:23#23
2022/11/13 02:37:23#23
2022/11/13 02:47:23#23
2022/11/13 02:57:23#23
2022/11/13 03:07:23#23
2022/11/13 03:17:23#23
2022/11/13 03:27:23#23
2022/11/13 03:37:23#23
2022/11/13 03:47:23#24
2022/11/13 03:57:23#24
2022/11/13 04:07:23#23
2022/11/13 04:17:23#23
2022/11/13 04:27:23#23
2022/11/13 04:37:23#23
2022/11/13 04:47:23#23
2022/11/13 04:57:23#24
2022/11/13 05:07:23#24
2022/11/13 05:17:23#23
2022/11/13 05:27:23#23
2022/11/13 05:37:23#23
2022/11/13 05:47:23#23
2022/11/13 05:57:23#23
2022/11/13 06:07:23#23
2022/11/13 06:17:23#23
2022/11/13 06:27:23#23
2022/11/13 06:37:23#23
2022/11/13 06:47:23#23
2022/11/13 06:57:23#23
2022/11/13 07:07:23#23
2022/11/13 07:17:23#23
2022/11/13 07:27:23#23
2022/11/13 07:37:23#23
2022/11/13 07:47:23#24
2022/11/13 07:57:23#23
2022/11/13 08:07:23#23
2022/11/13 08:17:23#24
2022/11/13 08:27:23#23
2022/11/13 08:37:23#23
2022/11/13 08:47:23#23
2022/11/13 08:57:23#23
2022/11/13 09:07:23#23
2022/11/13 09:17:23#23
2022/11/13 09:27:23#23
2022/11/13 09:37:23#23
2022/11/13 09:47:23#23
2022/11/13 09:57:23#23
2022/11/13 10:07:23#23
2022/11/13 10:17:23#23
2022/11/13 10:27:23#23
2022/11/13 10:37:23#23
2022/11/13 10:47:23#23
2022/11/13 10:57:24#23
2022/11/13 11:07:24#23
2022/11/13 11:17:24#23
2022/11/13 11:27:24#23
2022/11/13 11:37:24#23
2022/11/13 11:47:24#23
2022/11/13 11:57:24#23
2022/11/13 12:07:24#23
2022/11/13 12:17:24#23
2022/11/13 12:27:24#23
2022/11/13 12:37:24#23
2022/11/13 12:47:24#23
2022/11/13 12:57:24#23
2022/11/13 13:07:24#24
2022/11/13 13:17:24#23
2022/11/13 13:27:24#23
2022/11/13 13:37:24#23
2022/11/13 13:47:24#23
2022/11/13 13:57:24#23
2022/11/13 14:07:24#23
2022/11/13 14:17:24#23
2022/11/13 14:27:24#23
2022/11/13 14:37:24#23
2022/11/13 14:47:24#23
2022/11/13 14:57:24#23
2022/11/13 15:07:24#23
2022/11/13 15:17:24#23
2022/11/13 15:27:24#23
2022/11/13 15:37:24#23
2022/11/13 15:47:24#23
2022/11/13 15:57:24#23
2022/11/13 16:07:24#23
2022/11/13 16:17:24#23
2022/11/13 16:27:24#23
2022/11/13 16:37:24#23
2022/11/13 16:47:24#23
2022/11/13 16:57:24#23
2022/11/13 17:07:24#23
2022/11/13 17:17:24#23
2022/11/13 17:27:24#23
2022/11/13 17:37:24#23
2022/11/13 17:47:24#23
2022/11/13 17:57:24#23
2022/11/13 18:07:24#23
2022/11/13 18:17:24#23
2022/11/13 18:27:24#23
2022/11/13 18:37:24#23
2022/11/13 18:47:24#23
2022/11/13 18:57:24#23
2022/11/13 19:07:24#23
2022/11/13 19:17:24#24
2022/11/13 19:27:24#24
2022/11/13 19:37:24#23
2022/11/13 19:47:24#23
2022/11/13 19:57:24#23
2022/11/13 20:07:24#23
